"ID"	"Sex"	"SEX"	"Age"	"Edu"	"Country"	"CHINA"	"Condition"	"CONDITION"	"Round"	"Score"	"Rank"	"CHOICE"	"choice"	"RISK"	"q1"	"q2"	"q3"	"q4"	"q5"	"q6"	"q7"	"q8"	"q9"	"q10"	"q11"	"q12"	"personalityScore"	"personalityScoreR2"
"140"	47	"Male"	1	"18-25"	"Undergraduate Degree"	"Malaysia"	0	"safesafe"	2	2	16850	3	1	"builds"	0	5	4	1	1	3	2	4	2	1	1	1	1	26	0.433333333
"141"	47	"Male"	1	"18-25"	"Undergraduate Degree"	"Malaysia"	0	"safesafe"	2	3	8780	5	1	"builds"	0	5	4	1	1	3	2	4	2	1	1	1	1	26	0.433333333
"142"	48	"Female"	2	"18-25"	"Postgraduate Degree"	"Canada"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	2	5	3	2	1	1	1	1	1	1	1	1	20	0.333333333
"143"	48	"Female"	2	"18-25"	"Postgraduate Degree"	"Canada"	0	"riskysafe"	1	1	16850	3	1	"builds"	1	2	5	3	2	1	1	1	1	1	1	1	1	20	0.333333333
"144"	48	"Female"	2	"18-25"	"Postgraduate Degree"	"Canada"	0	"riskysafe"	1	2	8780	5	2	"scrapheap"	0	2	5	3	2	1	1	1	1	1	1	1	1	20	0.333333333
"145"	49	"Female"	2	"18-25"	"Postgraduate Degree"	"Romania"	0	"saferisky"	3	1	25000	1	2	"scrapheap"	1	5	3	4	1	4	4	4	1	1	1	1	1	30	0.5
"146"	49	"Female"	2	"18-25"	"Postgraduate Degree"	"Romania"	0	"saferisky"	3	3	16850	3	1	"builds"	0	5	3	4	1	4	4	4	1	1	1	1	1	30	0.5
"147"	49	"Female"	2	"18-25"	"Postgraduate Degree"	"Romania"	0	"saferisky"	3	2	8780	5	1	"builds"	0	5	3	4	1	4	4	4	1	1	1	1	1	30	0.5
"148"	50	"Male"	1	"18-25"	"Postgraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	25000	1	2	"scrapheap"	1	5	3	1	2	1	2	1	1	1	1	1	1	20	0.333333333
"149"	50	"Male"	1	"18-25"	"Postgraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	16850	3	1	"builds"	0	5	3	1	2	1	2	1	1	1	1	1	1	20	0.333333333
"150"	50	"Male"	1	"18-25"	"Postgraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	8780	5	1	"builds"	0	5	3	1	2	1	2	1	1	1	1	1	1	20	0.333333333
"151"	51	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	25000	1	2	"scrapheap"	1	1	4	3	2	1	4	4	3	1	1	1	1	26	0.433333333
"152"	51	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	16850	3	1	"builds"	0	1	4	3	2	1	4	4	3	1	1	1	1	26	0.433333333
"153"	51	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	8780	5	1	"builds"	0	1	4	3	2	1	4	4	3	1	1	1	1	26	0.433333333
"154"	52	"Male"	1	"18-25"	"Undergraduate Degree"	"Cyprus"	0	"riskysafe"	1	1	25000	1	2	"scrapheap"	0	5	5	5	4	5	5	5	3	3	3	1	2	46	0.766666667
"155"	52	"Male"	1	"18-25"	"Undergraduate Degree"	"Cyprus"	0	"riskysafe"	1	3	16850	3	2	"scrapheap"	0	5	5	5	4	5	5	5	3	3	3	1	2	46	0.766666667
"156"	52	"Male"	1	"18-25"	"Undergraduate Degree"	"Cyprus"	0	"riskysafe"	1	2	8780	5	2	"scrapheap"	0	5	5	5	4	5	5	5	3	3	3	1	2	46	0.766666667
"157"	53	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	25000	1	2	"scrapheap"	1	1	4	1	1	5	5	3	2	2	1	3	1	29	0.483333333
"158"	53	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	16850	3	1	"builds"	0	1	4	1	1	5	5	3	2	2	1	3	1	29	0.483333333
"159"	53	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	8780	5	2	"scrapheap"	1	1	4	1	1	5	5	3	2	2	1	3	1	29	0.483333333
"160"	54	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	1	25000	1	2	"scrapheap"	0	2	4	2	3	1	1	2	2	2	1	2	3	25	0.416666667
"161"	54	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	3	16850	3	2	"scrapheap"	0	2	4	2	3	1	1	2	2	2	1	2	3	25	0.416666667
"162"	54	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	2	8780	5	1	"builds"	1	2	4	2	3	1	1	2	2	2	1	2	3	25	0.416666667
"163"	55	"Male"	1	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	1	4	2	1	1	3	3	1	1	1	1	1	20	0.333333333
"164"	55	"Male"	1	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	1	16850	3	2	"scrapheap"	0	1	4	2	1	1	3	3	1	1	1	1	1	20	0.333333333
"165"	55	"Male"	1	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	2	8780	5	2	"scrapheap"	0	1	4	2	1	1	3	3	1	1	1	1	1	20	0.333333333
"166"	56	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	1	25000	1	2	"scrapheap"	0	2	2	4	1	3	3	3	2	1	2	2	1	26	0.433333333
"167"	56	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	2	16850	3	1	"builds"	1	2	2	4	1	3	3	3	2	1	2	2	1	26	0.433333333
"168"	56	"Male"	1	"18-25"	"Postgraduate Degree"	"China"	1	"riskysafe"	1	3	8780	5	2	"scrapheap"	0	2	2	4	1	3	3	3	2	1	2	2	1	26	0.433333333
"169"	57	"Male"	1	"26-35"	"Postgraduate Degree"	"Germany"	0	"safesafe"	2	2	25000	1	1	"builds"	0	4	4	4	2	1	5	5	1	1	1	1	4	33	0.55
"170"	57	"Male"	1	"26-35"	"Postgraduate Degree"	"Germany"	0	"safesafe"	2	3	16850	3	2	"scrapheap"	0	4	4	4	2	1	5	5	1	1	1	1	4	33	0.55
"171"	57	"Male"	1	"26-35"	"Postgraduate Degree"	"Germany"	0	"safesafe"	2	1	8780	5	2	"scrapheap"	0	4	4	4	2	1	5	5	1	1	1	1	4	33	0.55
"172"	58	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	25000	1	1	"builds"	0	4	3	3	2	4	2	2	1	1	1	1	2	26	0.433333333
"173"	58	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	16850	3	1	"builds"	0	4	3	3	2	4	2	2	1	1	1	1	2	26	0.433333333
"174"	58	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	8780	5	2	"scrapheap"	1	4	3	3	2	4	2	2	1	1	1	1	2	26	0.433333333
"175"	59	"Male"	1	"26-35"	"Postgraduate Degree"	"United States"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	3	3	3	1	1	1	3	1	1	1	5	1	24	0.4
"176"	59	"Male"	1	"26-35"	"Postgraduate Degree"	"United States"	0	"riskysafe"	1	1	16850	3	2	"scrapheap"	0	3	3	3	1	1	1	3	1	1	1	5	1	24	0.4
"177"	59	"Male"	1	"26-35"	"Postgraduate Degree"	"United States"	0	"riskysafe"	1	2	8780	5	2	"scrapheap"	0	3	3	3	1	1	1	3	1	1	1	5	1	24	0.4
"178"	60	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	1	25000	1	1	"builds"	0	5	5	5	5	4	3	4	4	4	2	2	4	47	0.783333333
"179"	60	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	3	16850	3	1	"builds"	0	5	5	5	5	4	3	4	4	4	2	2	4	47	0.783333333
"180"	60	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	2	8780	5	2	"scrapheap"	1	5	5	5	5	4	3	4	4	4	2	2	4	47	0.783333333
"181"	61	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	1	25000	1	2	"scrapheap"	0	2	4	3	2	1	3	1	1	1	1	1	3	23	0.383333333
"182"	61	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	3	16850	3	2	"scrapheap"	0	2	4	3	2	1	3	1	1	1	1	1	3	23	0.383333333
"183"	61	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	2	8780	5	2	"scrapheap"	0	2	4	3	2	1	3	1	1	1	1	1	3	23	0.383333333
"184"	62	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	25000	1	1	"builds"	0	3	4	2	2	1	2	2	2	1	1	4	2	26	0.433333333
"185"	62	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	16850	3	1	"builds"	0	3	4	2	2	1	2	2	2	1	1	4	2	26	0.433333333
"186"	62	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	8780	5	2	"scrapheap"	1	3	4	2	2	1	2	2	2	1	1	4	2	26	0.433333333
"187"	63	"Female"	2	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	4	4	2	1	1	2	2	1	1	1	1	1	21	0.35
"188"	63	"Female"	2	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	1	16850	3	1	"builds"	1	4	4	2	1	1	2	2	1	1	1	1	1	21	0.35
"189"	63	"Female"	2	"18-25"	"Undergraduate Degree"	"Canada"	0	"riskysafe"	1	2	8780	5	1	"builds"	1	4	4	2	1	1	2	2	1	1	1	1	1	21	0.35
"190"	64	"Female"	2	"26-35"	"Postgraduate Degree"	"China"	1	"saferisky"	3	3	25000	1	1	"builds"	0	1	1	1	1	1	1	1	1	1	1	1	1	12	0.2
"191"	64	"Female"	2	"26-35"	"Postgraduate Degree"	"China"	1	"saferisky"	3	2	16850	3	2	"scrapheap"	1	1	1	1	1	1	1	1	1	1	1	1	1	12	0.2
"192"	64	"Female"	2	"26-35"	"Postgraduate Degree"	"China"	1	"saferisky"	3	1	8780	5	1	"builds"	0	1	1	1	1	1	1	1	1	1	1	1	1	12	0.2
"193"	65	"Female"	2	"18-25"	"Undergraduate Degree"	"Croatia"	0	"riskysafe"	1	1	25000	1	2	"scrapheap"	0	4	4	1	1	1	1	1	1	1	1	2	1	19	0.316666667
"194"	65	"Female"	2	"18-25"	"Undergraduate Degree"	"Croatia"	0	"riskysafe"	1	2	8780	5	1	"builds"	1	4	4	1	1	1	1	1	1	1	1	2	1	19	0.316666667
"195"	65	"Female"	2	"18-25"	"Undergraduate Degree"	"Croatia"	0	"riskysafe"	1	3	NA	NA	1	"builds"	1	4	4	1	1	1	1	1	1	1	1	2	1	19	0.316666667
"196"	66	"Female"	2	"18-25"	"Secondary"	"Colombia"	0	"safesafe"	2	3	25000	1	2	"scrapheap"	0	2	5	3	4	4	4	2	1	1	1	1	1	29	0.483333333
"197"	66	"Female"	2	"18-25"	"Secondary"	"Colombia"	0	"safesafe"	2	1	16850	3	1	"builds"	0	2	5	3	4	4	4	2	1	1	1	1	1	29	0.483333333
"198"	66	"Female"	2	"18-25"	"Secondary"	"Colombia"	0	"safesafe"	2	2	8780	5	1	"builds"	0	2	5	3	4	4	4	2	1	1	1	1	1	29	0.483333333
"199"	67	"Female"	2	"18-25"	"Postgraduate Degree"	"China"	1	"safesafe"	2	3	16850	3	2	"scrapheap"	0	3	3	3	3	3	3	3	3	3	3	3	3	36	0.6
"200"	67	"Female"	2	"18-25"	"Postgraduate Degree"	"China"	1	"safesafe"	2	1	8780	5	2	"scrapheap"	0	3	3	3	3	3	3	3	3	3	3	3	3	36	0.6
"201"	67	"Female"	2	"18-25"	"Postgraduate Degree"	"China"	1	"safesafe"	2	2	NA	NA	2	"scrapheap"	0	3	3	3	3	3	3	3	3	3	3	3	3	36	0.6
"202"	68	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	2	25000	1	1	"builds"	0	1	2	1	3	1	2	2	1	1	4	2	2	22	0.366666667
"203"	68	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	3	16850	3	2	"scrapheap"	1	1	2	1	3	1	2	2	1	1	4	2	2	22	0.366666667
"204"	68	"Female"	2	"18-25"	"Undergraduate Degree"	"China"	1	"saferisky"	3	1	8780	5	1	"builds"	0	1	2	1	3	1	2	2	1	1	4	2	2	22	0.366666667
"205"	69	"Male"	1	"18-25"	"Secondary"	"United States"	0	"saferisky"	3	2	25000	1	1	"builds"	0	3	4	1	1	4	4	4	1	1	1	1	1	26	0.433333333
"206"	69	"Male"	1	"18-25"	"Secondary"	"United States"	0	"saferisky"	3	1	16850	3	1	"builds"	0	3	4	1	1	4	4	4	1	1	1	1	1	26	0.433333333
"207"	69	"Male"	1	"18-25"	"Secondary"	"United States"	0	"saferisky"	3	3	8780	5	1	"builds"	0	3	4	1	1	4	4	4	1	1	1	1	1	26	0.433333333
"208"	70	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	2	25000	1	1	"builds"	0	2	1	1	2	2	3	1	1	1	1	1	1	17	0.283333333
"209"	70	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	3	16850	3	2	"scrapheap"	0	2	1	1	2	2	3	1	1	1	1	1	1	17	0.283333333
"210"	70	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	1	8780	5	2	"scrapheap"	0	2	1	1	2	2	3	1	1	1	1	1	1	17	0.283333333
"211"	71	"Male"	1	"36-45"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	2	25000	1	1	"builds"	0	1	3	1	2	2	1	4	1	1	1	1	1	19	0.316666667
"212"	71	"Male"	1	"36-45"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	1	16850	3	1	"builds"	0	1	3	1	2	2	1	4	1	1	1	1	1	19	0.316666667
"213"	71	"Male"	1	"36-45"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	3	8780	5	2	"scrapheap"	0	1	3	1	2	2	1	4	1	1	1	1	1	19	0.316666667
"214"	72	"Female"	2	"18-25"	"Undergraduate Degree"	"Greece"	0	"riskysafe"	1	2	25000	1	1	"builds"	1	3	2	4	2	4	4	1	2	1	1	1	2	27	0.45
"215"	72	"Female"	2	"18-25"	"Undergraduate Degree"	"Greece"	0	"riskysafe"	1	3	16850	3	1	"builds"	1	3	2	4	2	4	4	1	2	1	1	1	2	27	0.45
"216"	72	"Female"	2	"18-25"	"Undergraduate Degree"	"Greece"	0	"riskysafe"	1	1	8780	5	2	"scrapheap"	0	3	2	4	2	4	4	1	2	1	1	1	2	27	0.45
"217"	73	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	5	5	4	3	5	1	5	5	2	1	1	1	38	0.633333333
"218"	73	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	1	16850	3	2	"scrapheap"	0	5	5	4	3	5	1	5	5	2	1	1	1	38	0.633333333
"219"	73	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	2	8780	5	2	"scrapheap"	0	5	5	4	3	5	1	5	5	2	1	1	1	38	0.633333333
"220"	74	"Male"	1	"36-45"	"Postgraduate Degree"	"United Kingdom"	0	"riskysafe"	1	2	25000	1	2	"scrapheap"	0	3	4	4	2	3	2	2	2	1	1	3	1	28	0.466666667
"221"	74	"Male"	1	"36-45"	"Postgraduate Degree"	"United Kingdom"	0	"riskysafe"	1	3	16850	3	2	"scrapheap"	0	3	4	4	2	3	2	2	2	1	1	3	1	28	0.466666667
"222"	74	"Male"	1	"36-45"	"Postgraduate Degree"	"United Kingdom"	0	"riskysafe"	1	1	8780	5	1	"builds"	1	3	4	4	2	3	2	2	2	1	1	3	1	28	0.466666667
"223"	75	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	3	25000	1	2	"scrapheap"	0	2	2	1	1	5	5	5	2	2	1	1	3	30	0.5
"224"	75	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	2	16850	3	2	"scrapheap"	0	2	2	1	1	5	5	5	2	2	1	1	3	30	0.5
"225"	75	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"safesafe"	2	1	8780	5	1	"builds"	0	2	2	1	1	5	5	5	2	2	1	1	3	30	0.5
"226"	76	"Female"	2	"18-25"	"Postgraduate Degree"	"Russian Federation"	0	"riskysafe"	1	1	25000	1	1	"builds"	1	1	3	2	1	1	1	1	1	1	1	1	1	15	0.25
"227"	76	"Female"	2	"18-25"	"Postgraduate Degree"	"Russian Federation"	0	"riskysafe"	1	2	16850	3	2	"scrapheap"	0	1	3	2	1	1	1	1	1	1	1	1	1	15	0.25
"228"	76	"Female"	2	"18-25"	"Postgraduate Degree"	"Russian Federation"	0	"riskysafe"	1	3	8780	5	2	"scrapheap"	0	1	3	2	1	1	1	1	1	1	1	1	1	15	0.25
"229"	77	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	25000	1	1	"builds"	0	1	3	2	1	3	5	1	4	1	2	3	4	30	0.5
"230"	77	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	16850	3	1	"builds"	0	1	3	2	1	3	5	1	4	1	2	3	4	30	0.5
"231"	77	"Female"	2	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	8780	5	2	"scrapheap"	1	1	3	2	1	3	5	1	4	1	2	3	4	30	0.5
"232"	78	"Female"	2	"18-25"	"Undergraduate Degree"	"Viet Nam"	0	"safesafe"	2	2	25000	1	2	"scrapheap"	0	1	2	1	3	1	1	1	1	1	1	1	1	15	0.25
"233"	78	"Female"	2	"18-25"	"Undergraduate Degree"	"Viet Nam"	0	"safesafe"	2	1	16850	3	2	"scrapheap"	0	1	2	1	3	1	1	1	1	1	1	1	1	15	0.25
"234"	78	"Female"	2	"18-25"	"Undergraduate Degree"	"Viet Nam"	0	"safesafe"	2	3	8780	5	2	"scrapheap"	0	1	2	1	3	1	1	1	1	1	1	1	1	15	0.25
"235"	79	"Female"	2	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	2	25000	1	2	"scrapheap"	0	2	1	1	1	1	2	1	1	1	1	1	2	15	0.25
"236"	79	"Female"	2	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	3	16850	3	2	"scrapheap"	0	2	1	1	1	1	2	1	1	1	1	1	2	15	0.25
"237"	79	"Female"	2	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	1	8780	5	2	"scrapheap"	0	2	1	1	1	1	2	1	1	1	1	1	2	15	0.25
"238"	80	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	3	4	4	2	2	5	2	1	1	1	1	2	28	0.466666667
"239"	80	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	2	16850	3	2	"scrapheap"	0	3	4	4	2	2	5	2	1	1	1	1	2	28	0.466666667
"240"	80	"Male"	1	"18-25"	"Secondary"	"United States"	0	"riskysafe"	1	1	8780	5	2	"scrapheap"	0	3	4	4	2	2	5	2	1	1	1	1	2	28	0.466666667
"241"	81	"Female"	2	"18-25"	"Undergraduate Degree"	"Italy"	0	"riskysafe"	1	2	25000	1	2	"scrapheap"	0	3	4	3	4	3	3	2	3	1	2	1	3	32	0.533333333
"242"	81	"Female"	2	"18-25"	"Undergraduate Degree"	"Italy"	0	"riskysafe"	1	1	16850	3	2	"scrapheap"	0	3	4	3	4	3	3	2	3	1	2	1	3	32	0.533333333
"243"	81	"Female"	2	"18-25"	"Undergraduate Degree"	"Italy"	0	"riskysafe"	1	3	8780	5	1	"builds"	1	3	4	3	4	3	3	2	3	1	2	1	3	32	0.533333333
"244"	82	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	2	25000	1	2	"scrapheap"	1	2	3	1	1	2	4	3	3	2	2	2	1	26	0.433333333
"245"	82	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	1	16850	3	2	"scrapheap"	1	2	3	1	1	2	4	3	3	2	2	2	1	26	0.433333333
"246"	82	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"saferisky"	3	3	8780	5	2	"scrapheap"	1	2	3	1	1	2	4	3	3	2	2	2	1	26	0.433333333
"247"	83	"Female"	2	"18-25"	"Undergraduate Degree"	"Korea Republic of"	0	"saferisky"	3	1	25000	1	2	"scrapheap"	1	4	3	2	2	1	4	2	1	1	2	1	2	25	0.416666667
"248"	83	"Female"	2	"18-25"	"Undergraduate Degree"	"Korea Republic of"	0	"saferisky"	3	2	16850	3	1	"builds"	0	4	3	2	2	1	4	2	1	1	2	1	2	25	0.416666667
"249"	83	"Female"	2	"18-25"	"Undergraduate Degree"	"Korea Republic of"	0	"saferisky"	3	3	8780	5	1	"builds"	0	4	3	2	2	1	4	2	1	1	2	1	2	25	0.416666667
"250"	84	"Male"	1	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	1	3	1	1	3	5	4	2	1	1	1	1	24	0.4
"251"	84	"Male"	1	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	1	16850	3	2	"scrapheap"	0	1	3	1	1	3	5	4	2	1	1	1	1	24	0.4
"252"	84	"Male"	1	"18-25"	"Secondary"	"United Kingdom"	0	"riskysafe"	1	2	8780	5	1	"builds"	1	1	3	1	1	3	5	4	2	1	1	1	1	24	0.4
"253"	85	"Male"	1	"18-25"	"Undergraduate Degree"	"Malaysia"	0	"safesafe"	2	2	25000	1	1	"builds"	0	2	4	4	1	1	1	2	1	1	1	1	3	22	0.366666667
"254"	85	"Male"	1	"18-25"	"Undergraduate Degree"	"Malaysia"	0	"safesafe"	2	1	16850	3	1	"builds"	0	2	4	4	1	1	1	2	1	1	1	1	3	22	0.366666667
"255"	85	"Male"	1	"18-25"	"Undergraduate Degree"	"Malaysia"	0	"safesafe"	2	3	8780	5	2	"scrapheap"	0	2	4	4	1	1	1	2	1	1	1	1	3	22	0.366666667
"256"	86	"Female"	2	"18-25"	"Undergraduate Degree"	"Hong Kong"	0	"riskysafe"	1	2	25000	1	1	"builds"	1	3	2	1	1	1	3	3	2	1	1	2	1	21	0.35
"257"	86	"Female"	2	"18-25"	"Undergraduate Degree"	"Hong Kong"	0	"riskysafe"	1	3	16850	3	1	"builds"	1	3	2	1	1	1	3	3	2	1	1	2	1	21	0.35
"258"	86	"Female"	2	"18-25"	"Undergraduate Degree"	"Hong Kong"	0	"riskysafe"	1	1	8780	5	1	"builds"	1	3	2	1	1	1	3	3	2	1	1	2	1	21	0.35
"259"	87	"Female"	2	"18-25"	"College Diploma"	"Poland"	0	"safesafe"	2	3	25000	1	2	"scrapheap"	0	4	4	2	1	1	2	1	1	2	1	1	2	22	0.366666667
"260"	87	"Female"	2	"18-25"	"College Diploma"	"Poland"	0	"safesafe"	2	1	16850	3	1	"builds"	0	4	4	2	1	1	2	1	1	2	1	1	2	22	0.366666667
"261"	87	"Female"	2	"18-25"	"College Diploma"	"Poland"	0	"safesafe"	2	2	8780	5	2	"scrapheap"	0	4	4	2	1	1	2	1	1	2	1	1	2	22	0.366666667
"262"	88	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"riskysafe"	1	3	25000	1	2	"scrapheap"	0	2	1	2	1	1	1	1	1	1	2	2	2	17	0.283333333
"263"	88	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"riskysafe"	1	1	16850	3	1	"builds"	1	2	1	2	1	1	1	1	1	1	2	2	2	17	0.283333333
"264"	88	"Male"	1	"18-25"	"Undergraduate Degree"	"United Kingdom"	0	"riskysafe"	1	2	8780	5	1	"builds"	1	2	1	2	1	1	1	1	1	1	2	2	2	17	0.283333333
